index,surface,age,ace,df,svpt,svGms,bpSaved,bpFaced,result,1stIn(%),1stWon(%),2ndWon(%)
59889,Grass,24.6,6,2,52,9,2,2,1,58,87,60
59890,Hard,32.4,0,2,51,9,3,5,0,63,69,59
59891,Hard,23.3,14,4,85,12,4,5,1,46,85,64
59892,Clay,30,1,3,56,8,6,11,0,64,53,35
59893,Hard,19.4,8,6,110,16,5,10,0,58,72,55
59894,Hard,36.4,2,4,99,15,1,3,0,48,73,57
59895,Clay,32.4,1,0,83,13,5,12,0,59,57,44
59896,Hard,25.7,10,2,78,13,2,5,0,59,72,50
59897,Hard,21.4,1,1,52,9,1,2,1,62,78,53
59898,Clay,34.6,1,0,55,10,1,4,0,75,66,57
59899,Hard,30.8,8,4,72,11,2,4,0,50,75,56
59900,Grass,23,12,1,76,15,1,3,0,49,89,53
59901,Carpet,24.2,5,4,77,13,2,4,0,64,76,67
59902,Carpet,29.5,8,1,137,18,9,9,0,52,72,63
59903,Hard,22.8,3,0,70,11,8,10,0,64,69,60
59904,Grass,27.7,11,1,104,16,2,4,1,72,71,61
59905,Hard,31.8,16,4,117,19,4,9,1,61,73,57
59906,Hard,23.1,5,1,49,8,1,4,0,43,76,44
59907,Carpet,29.1,1,5,92,15,3,7,1,60,67,62
59908,Hard,18.1,3,0,76,13,4,5,1,67,76,60
59909,Grass,24.2,1,4,99,14,9,12,0,65,67,52
59910,Clay,26.3,3,3,61,9,3,8,0,64,56,42
59911,Hard,30.4,19,4,91,16,2,3,0,49,91,60
59912,Grass,25.1,2,1,64,11,3,6,0,66,74,43
59913,Hard,18.9,10,2,67,11,3,3,1,70,79,72
59914,Hard,22,16,0,57,10,1,1,1,70,78,71
59915,Clay,23.3,1,0,46,7,3,8,0,70,44,29
59916,Hard,22.2,5,1,108,16,9,13,0,62,64,55
59917,Clay,27.9,6,2,85,13,3,5,0,54,72,59
59918,Hard,26.1,8,0,77,13,5,6,1,61,79,60
59919,Clay,23,4,1,77,12,2,4,1,58,78,52
59920,Grass,28.4,1,4,42,8,2,7,0,38,50,55
59921,Hard,31.3,0,3,58,9,5,8,0,60,63,60
59922,Hard,22.5,8,1,46,9,1,3,0,52,83,57
59923,Hard,23.3,1,2,59,10,2,7,0,63,59,35
59924,Hard,22.6,7,2,50,10,0,0,1,64,88,75
59925,Grass,31.8,2,4,29,4,2,3,0,52,80,40
59926,Clay,26.3,4,2,88,13,10,15,0,52,61,50
59927,Hard,33.2,10,2,51,8,4,4,1,49,88,58
59928,Hard,28.2,3,1,73,13,0,1,1,59,86,55
59929,Grass,30.5,17,12,147,25,8,14,0,54,78,49
59930,Clay,24.1,4,1,108,13,10,13,1,56,69,52
59931,Carpet,25.9,7,3,46,8,1,1,1,50,83,75
59932,Hard,32.1,10,2,57,10,1,1,1,72,83,64
59933,Hard,25.8,4,2,68,11,3,7,0,54,65,52
59934,Clay,23.8,4,1,50,8,3,3,1,68,76,67
59935,Carpet,23.5,8,4,87,11,7,9,1,52,69,53
59936,Grass,27.2,9,3,61,9,5,5,1,59,89,50
59937,Hard,30.5,1,1,11,3,0,0,0,36,100,83
59938,Hard,30.2,3,3,62,10,2,3,1,71,75,67
59939,Clay,25.7,1,1,60,10,0,1,1,52,77,61
59940,Clay,36,2,5,83,12,8,11,0,60,68,50
59941,Clay,30,17,4,94,15,7,9,1,54,78,64
59942,Hard,20.5,6,4,61,10,1,6,0,46,57,48
59943,Hard,30.3,14,2,89,13,6,9,0,58,77,40
59944,Clay,28.9,1,2,53,9,1,4,0,60,69,42
59945,Clay,28.4,14,10,100,14,4,7,0,57,79,45
59946,Hard,21.1,2,0,57,9,8,12,0,70,50,53
59947,Hard,22.9,14,5,99,14,10,10,1,63,77,56
59948,Hard,27.4,0,1,63,10,3,5,0,86,65,62
59949,Hard,23.4,0,2,60,10,3,9,0,63,50,50
59950,Clay,23.6,1,1,49,9,0,3,0,67,64,60
59951,Clay,25.3,0,0,71,10,4,6,1,72,59,70
59952,Hard,33.4,6,1,40,10,0,0,1,72,93,90
59953,Hard,29.3,3,1,55,9,2,3,1,64,77,58
59954,Clay,30.1,3,1,87,16,3,5,1,51,80,57
59955,Hard,24,5,3,81,13,4,5,1,64,83,58
59956,Hard,27.7,10,3,76,13,2,8,0,59,69,29
59957,Grass,26.2,7,5,62,11,3,4,1,66,88,75
59958,Clay,28,1,1,105,14,9,15,0,80,52,60
59959,Clay,24.6,3,1,73,10,6,11,0,70,57,33
59960,Hard,20,0,1,44,7,3,9,0,64,39,33
59961,Hard,29.5,4,2,84,12,2,4,1,49,73,63
59962,Hard,21.1,2,6,119,18,9,18,0,61,49,59
59963,Hard,25.6,4,4,56,8,2,7,0,61,47,50
59964,Clay,26.8,1,0,68,9,8,12,0,71,52,55
59965,Hard,23.7,8,1,62,10,5,5,1,58,86,56
59966,Clay,23.4,2,6,99,14,10,11,1,74,68,75
59967,Clay,27.5,0,5,51,8,0,4,0,61,58,47
59968,Hard,21.2,4,5,55,10,2,2,1,55,90,75
59969,Grass,36,5,1,83,14,6,10,0,48,72,52
59970,Hard,19.4,4,3,54,10,0,1,1,57,81,65
59971,Clay,25.4,4,2,63,9,3,3,1,65,80,50
59972,Clay,32.8,0,2,59,9,4,10,0,69,44,44
59973,Hard,25.3,11,6,103,16,4,6,1,51,77,57
59974,Hard,24.7,2,3,92,15,3,8,0,64,68,40
59975,Hard,29.7,2,1,57,9,3,4,1,60,68,64
59976,Clay,23.8,0,0,37,7,2,8,0,78,31,25
59977,Hard,31.4,4,6,119,15,13,16,1,50,67,57
59978,Hard,26.1,5,6,99,17,3,5,1,46,80,64
59979,Hard,23.9,3,1,58,8,3,7,0,71,56,38
59980,Grass,20.3,4,6,152,24,6,13,0,51,66,57
59981,Clay,24.6,3,6,87,13,8,11,0,45,69,57
59982,Clay,22.3,4,0,47,9,0,0,1,62,76,89
59983,Clay,24.3,0,2,85,14,7,13,0,56,58,49
59984,Hard,28,3,3,42,7,2,6,0,48,40,58
59985,Hard,22,8,6,85,13,4,6,1,67,68,73
59986,Grass,30.8,4,3,48,9,6,9,0,65,65,71
59987,Clay,27.4,3,4,89,15,4,9,0,56,72,51
59988,Clay,24,1,6,85,14,0,2,1,51,77,64
59989,Hard,33.9,3,3,86,12,7,13,0,59,59,41
59990,Hard,25.5,7,0,62,10,1,1,1,52,88,63
59991,Grass,27.7,8,5,89,16,2,7,0,55,78,46
59992,Hard,27.1,8,0,53,10,1,2,1,42,86,68
59993,Hard,22.2,3,3,99,16,7,10,0,61,78,47
59994,Hard,24,8,5,97,16,7,11,0,65,79,55
59995,Clay,23.4,4,12,183,25,21,30,0,66,63,46
59996,Grass,30.2,12,2,112,19,1,3,1,57,75,63
59997,Hard,23.3,5,0,47,9,1,4,0,70,67,43
59998,Clay,25.5,0,4,70,13,2,9,0,63,48,50
59999,Carpet,27.5,7,8,96,15,4,7,0,54,73,61
60000,Hard,22.2,4,2,88,14,4,7,0,55,75,55
60001,Hard,25.1,5,0,73,10,3,5,0,64,70,42
60002,Hard,25.7,10,3,80,15,1,5,1,42,85,51
60003,Grass,21.3,10,4,98,16,1,2,0,57,82,66
60004,Hard,33.7,2,1,50,8,4,8,0,44,64,44
60005,Hard,33.3,19,1,143,22,7,8,1,58,83,49
60006,Grass,22,10,3,57,10,1,4,1,61,71,53
60007,Hard,22.4,10,3,78,14,2,3,1,76,75,88
60008,Hard,22.8,8,1,62,10,1,2,1,53,85,61
60009,Clay,24.6,5,8,93,13,8,12,1,49,65,59
60010,Clay,26.7,2,4,96,16,2,5,1,60,69,65
60011,Hard,24.8,0,3,52,9,0,1,1,67,83,57
60012,Hard,23,8,10,104,16,1,2,1,60,79,66
60013,Hard,28.6,0,5,102,14,5,11,0,57,59,49
60014,Hard,20.4,5,1,69,9,5,7,0,58,70,39
60015,Carpet,21.5,13,6,114,15,11,15,0,54,76,43
60016,Clay,22.4,2,6,94,14,9,14,1,52,63,56
60017,Hard,18.2,2,3,92,15,2,2,1,67,71,81
60018,Clay,27.9,4,3,73,12,4,7,1,60,75,50
60019,Clay,27.7,4,0,92,15,3,6,0,64,66,73
60020,Hard,26,1,1,52,9,3,6,0,62,72,47
60021,Clay,27.1,6,1,108,18,2,4,1,58,73,57
60022,Hard,20.7,11,2,49,7,5,5,1,61,90,47
60023,Grass,26.1,3,2,46,9,1,2,1,61,82,69
60024,Hard,20.7,7,7,74,10,5,9,1,55,63,62
60025,Grass,25,4,2,63,10,1,1,1,68,79,67
60026,Hard,19.1,22,5,136,16,11,15,0,60,67,50
60027,Hard,25.6,12,4,75,13,3,8,0,67,76,33
60028,Hard,29.4,24,5,106,16,5,7,0,64,78,61
60029,Hard,25.4,5,8,60,11,0,3,0,38,83,62
60030,Hard,25.9,16,6,117,17,6,6,1,66,83,65
60031,Clay,22.1,1,3,99,15,8,11,1,51,66,61
60032,Clay,26.2,2,1,84,12,9,12,1,62,63,55
60033,Hard,25.2,4,0,50,10,5,6,1,54,85,70
60034,Clay,23.4,11,2,106,15,10,12,1,57,63,68
60035,Hard,26.9,18,10,106,18,2,8,0,62,73,47
60036,Clay,28.9,1,0,38,7,2,2,1,68,81,75
60037,Hard,22.5,1,4,87,10,7,13,0,46,50,51
60038,Hard,27.9,1,1,57,10,4,7,0,68,64,65
60039,Hard,34.7,2,2,99,14,1,5,1,47,77,40
60040,Clay,20.3,2,1,112,17,6,7,1,73,77,59
60041,Hard,21.2,7,1,50,9,4,8,0,42,71,46
60042,Grass,28.6,4,2,55,8,4,7,0,65,58,53
60043,Clay,34.2,4,1,59,9,3,3,1,61,75,64
60044,Clay,29.3,7,2,60,10,5,10,0,48,66,38
60045,Hard,26.8,6,5,61,9,7,11,0,57,60,62
60046,Grass,25.5,3,3,64,10,5,6,1,55,69,77
60047,Clay,26.1,9,7,160,25,12,19,0,57,75,44
60048,Clay,22.3,7,0,88,13,8,11,1,61,70,50
60049,Clay,27.3,7,4,111,16,11,14,0,56,71,58
60050,Hard,28.6,5,1,82,10,4,7,0,65,64,61
60051,Clay,22.9,3,1,84,13,8,12,0,67,62,56
60052,Hard,28.6,1,2,33,7,2,4,1,52,71,71
60053,Clay,19.3,5,6,99,16,8,12,0,48,67,64
60054,Hard,37.6,3,2,42,8,0,1,1,60,80,60
60055,Clay,22.2,2,1,98,13,6,8,0,55,74,53
60056,Hard,31.2,1,2,87,15,4,6,1,70,69,62
60057,Hard,22.6,2,0,67,11,3,6,0,57,61,72
60058,Clay,27.8,23,7,151,23,10,17,1,53,69,52
60059,Clay,19.9,7,1,45,9,0,0,1,71,84,75
60060,Clay,26.9,0,8,43,7,3,7,0,49,57,64
60061,Hard,33.1,4,2,79,11,5,7,0,52,73,56
60062,Clay,19.6,5,5,78,10,3,7,1,51,75,30
60063,Clay,24.5,27,12,191,28,10,12,1,60,77,58
60064,Hard,28.3,1,0,54,9,2,5,0,61,61,52
60065,Hard,28.9,5,5,65,10,3,8,0,60,54,57
60066,Hard,24.3,1,2,52,11,0,0,1,75,87,91
60067,Clay,32.6,3,3,71,11,8,11,0,54,63,60
60068,Hard,31.5,2,1,50,8,5,9,0,60,53,53
60069,Clay,28.3,5,4,108,15,11,15,1,71,60,59
60070,Grass,26.6,12,2,117,20,3,6,1,65,72,59
60071,Hard,23,9,8,184,29,7,13,1,66,70,46
60072,Hard,26,7,3,115,17,6,7,1,63,69,75
60073,Clay,25.8,3,4,160,24,6,11,1,62,70,55
60074,Grass,23.4,4,5,61,10,3,8,0,61,68,47
60075,Hard,24.6,6,2,64,9,8,8,1,56,78,65
60076,Hard,22.7,3,11,104,15,3,5,1,62,77,64
60077,Clay,29.8,2,1,48,7,6,6,1,58,61,84
60078,Carpet,26.4,9,3,74,11,2,2,1,65,83,61
60079,Hard,25.6,7,3,177,28,7,11,0,58,70,51
60080,Hard,22.5,8,2,71,10,2,5,0,75,64,31
60081,Hard,27.1,8,3,69,10,4,8,0,57,77,33
60082,Hard,21.8,3,0,84,13,4,7,0,65,65,48
60083,Clay,29.9,13,1,46,10,0,1,1,74,88,73
60084,Hard,22.6,3,0,68,10,1,2,1,71,65,70
60085,Hard,26.5,3,1,38,7,5,5,1,68,85,73
60086,Grass,30.8,6,1,63,10,3,6,0,71,67,41
60087,Hard,34.9,12,2,91,16,1,1,1,59,85,69
60088,Hard,32.4,7,1,62,12,0,1,1,58,81,64
60089,Hard,22.2,8,5,118,16,3,6,1,66,72,51
60090,Clay,31,7,5,58,9,1,5,0,48,75,36
60091,Grass,28,2,7,65,10,2,5,0,49,69,58
60092,Hard,23.2,3,3,82,13,7,12,0,62,57,50
60093,Grass,25.9,8,1,61,11,0,1,1,51,87,62
60094,Clay,19.9,1,1,67,9,8,12,0,72,56,33
60095,Hard,27.9,6,4,92,15,3,5,1,57,81,61
60096,Clay,20.9,1,7,97,13,11,18,0,64,52,54
60097,Hard,22.1,6,8,68,11,4,8,0,44,73,53
60098,Hard,24.4,11,6,90,15,1,6,0,59,74,45
60099,Hard,32.9,1,7,113,16,5,8,1,59,63,72
60100,Hard,19.4,10,5,68,9,8,11,0,66,69,39
60101,Clay,21.8,2,3,72,13,3,8,0,62,62,58
60102,Hard,22.6,10,3,170,24,16,19,1,71,70,49
60103,Hard,25.6,1,2,50,8,6,10,0,52,46,59
60104,Hard,24.2,17,4,84,11,6,7,1,58,76,61
60105,Hard,33.3,4,4,38,7,0,1,1,50,84,80
60106,Hard,22.5,1,3,83,13,4,6,1,55,65,71
60107,Carpet,24.8,14,6,86,15,2,4,1,50,81,65
60108,Hard,23.3,3,1,77,11,8,11,0,64,57,59
60109,Hard,25.5,5,7,49,7,3,8,0,39,74,39
60110,Hard,25.9,4,1,59,10,2,3,1,54,72,69
60111,Hard,22.7,1,1,49,8,4,9,0,65,62,6
60112,Hard,29,9,2,80,11,6,8,0,54,79,54
60113,Hard,27.3,3,1,117,16,6,8,0,64,65,61
60114,Hard,24.2,1,2,63,9,5,9,0,44,64,45
60115,Grass,23.9,4,16,114,15,10,13,0,54,74,59
60116,Grass,30.2,11,3,94,12,3,3,0,62,79,55
60117,Hard,29.1,5,8,121,19,4,12,0,54,66,44
60118,Hard,26,1,4,83,11,4,9,0,64,66,31
60119,Hard,20.5,2,5,66,10,4,5,1,59,82,55
60120,Clay,24,11,1,87,15,3,7,0,55,77,50
60121,Hard,26.7,17,4,114,16,2,2,1,55,78,64
60122,Hard,19.3,4,3,102,13,13,14,1,72,67,62
60123,Hard,27,4,3,73,10,3,4,0,53,85,52
60124,Clay,29.5,1,1,53,7,1,5,0,70,46,53
60125,Hard,23.3,5,6,79,12,4,6,0,57,67,68
60126,Hard,23.2,5,3,99,14,11,15,0,65,58,59
60127,Hard,25.8,19,2,105,17,3,5,1,59,82,61
60128,Hard,24.3,0,4,112,16,7,11,0,61,59,70
60129,Carpet,27.8,2,1,62,10,1,1,1,61,76,65
60130,Hard,29.7,4,3,49,9,3,7,0,47,74,39
60131,Hard,26.3,11,2,131,20,6,10,1,62,68,60
60132,Clay,26.9,2,0,72,13,0,5,0,58,67,47
60133,Hard,32,9,4,115,17,3,4,0,50,74,60
60134,Grass,23.1,4,0,46,8,1,1,1,59,74,79
60135,Hard,28.2,6,3,76,12,7,13,0,71,59,37
60136,Hard,28.2,4,1,83,13,7,8,1,64,79,52
60137,Hard,24.2,24,4,137,18,8,9,1,70,77,49
60138,Hard,34.3,4,2,58,10,1,3,1,59,76,50
60139,Hard,28.8,13,2,86,14,2,2,1,63,76,70
60140,Hard,26.5,12,1,94,15,2,4,1,70,76,59
60141,Clay,24.1,6,1,94,15,4,6,0,53,82,56
60142,Clay,18.5,0,1,46,9,0,2,0,70,78,54
60143,Hard,27.2,2,2,83,13,3,5,1,60,68,71
60144,Clay,28.4,11,1,71,15,0,1,1,62,91,69
60145,Hard,28.2,2,1,61,10,6,7,1,75,74,71
60146,Hard,26.6,5,3,76,12,5,11,0,72,53,44
60147,Hard,24.2,1,0,39,7,0,0,1,72,79,73
60148,Grass,32.7,10,4,52,10,0,0,1,54,86,80
60149,Hard,22.7,5,6,92,15,2,2,1,53,73,76
60150,Hard,30.9,2,4,57,8,2,3,1,51,72,58
60151,Hard,26.1,14,3,87,15,4,4,1,66,86,67
60152,Hard,24,11,0,49,10,0,0,1,69,82,80
60153,Clay,29.8,7,4,93,14,8,10,1,59,73,59
60154,Clay,31.5,5,0,41,8,0,0,1,59,92,59
60155,Hard,21.3,6,10,167,22,12,17,0,59,63,59
60156,Clay,19.1,2,4,64,10,2,5,1,75,75,42
60157,Grass,32.1,8,2,97,16,7,8,0,68,86,34
60158,Hard,26.4,6,1,51,10,1,3,0,71,78,43
60159,Hard,26.3,9,1,68,13,1,4,0,76,71,53
60160,Clay,31.4,6,8,145,21,12,22,0,46,63,44
60161,Hard,27.4,5,9,76,12,6,10,0,63,65,47
60162,Clay,21.4,26,5,175,25,13,16,0,54,79,53
60163,Clay,22.8,5,2,94,15,4,7,0,73,70,57
60164,Hard,20.9,10,2,58,10,0,0,1,69,88,62
60165,Hard,24.3,17,3,107,16,6,7,1,68,73,65
60166,Hard,23.1,12,4,116,15,9,13,1,54,67,51
60167,Hard,24.6,14,2,99,15,4,6,1,49,82,52
60168,Hard,28.3,2,0,59,9,7,11,0,66,62,45
60169,Grass,23.1,3,7,59,9,0,2,1,58,68,72
60170,Hard,26.5,1,2,50,8,6,9,0,64,62,50
60171,Hard,19.1,0,5,66,10,5,10,0,59,64,45
60172,Hard,22.2,0,2,72,13,5,9,0,67,56,68
60173,Clay,23.4,5,3,106,17,1,4,1,62,79,46
60174,Clay,23.3,15,9,163,29,15,25,1,46,64,67
60175,Hard,33.5,7,4,104,14,12,17,0,53,73,51
60176,Hard,18.4,8,9,78,10,5,7,0,51,68,66
60177,Hard,23.7,10,3,75,11,1,2,1,59,77,57
60178,Carpet,24.7,8,3,50,9,0,2,1,48,83,61
60179,Hard,35.2,6,3,71,10,2,6,0,63,62,52
60180,Hard,26.7,12,11,94,15,3,7,1,46,72,65
60181,Hard,21.8,13,1,50,10,0,0,1,64,91,65
60182,Clay,22.9,9,3,148,20,25,31,0,60,66,46
60183,Hard,25,0,0,56,8,7,10,0,66,59,53
60184,Clay,32.2,7,5,64,10,0,2,0,47,73,59
60185,Grass,26.8,15,0,90,16,2,2,1,67,77,80
60186,Carpet,21.4,7,4,91,15,3,10,0,41,62,46
60187,Hard,26.8,10,5,62,10,4,6,0,61,74,68
60188,Grass,26.4,6,0,39,8,0,0,1,72,89,73
60189,Hard,31.9,6,1,48,9,1,1,1,62,87,65
60190,Hard,17.3,2,4,80,13,5,7,1,60,65,75
60191,Hard,26.2,6,5,82,11,5,8,1,49,70,54
60192,Hard,29.2,2,3,118,15,11,14,0,70,64,59
60193,Hard,25.6,6,2,128,21,4,9,0,53,74,52
60194,Hard,24.8,2,1,46,7,3,7,0,65,53,33
60195,Clay,30.4,12,2,120,20,11,16,0,51,74,44
60196,Hard,22.5,5,1,57,10,4,4,1,47,74,83
60197,Hard,21.9,1,0,86,15,2,3,1,59,86,51
60198,Clay,27.9,6,1,86,14,6,10,1,71,67,54
60199,Grass,19.4,1,3,119,19,2,9,0,63,63,54
60200,Grass,26.5,8,2,82,13,2,6,0,48,56,63
60201,Clay,23.1,0,7,55,9,3,5,1,47,69,73
60202,Clay,22.7,4,3,78,14,3,4,1,60,70,82
60203,Grass,19.7,6,5,72,12,0,1,1,58,79,84
60204,Hard,28.6,6,1,48,9,0,1,1,54,81,62
60205,Clay,25,0,12,103,16,8,12,1,55,72,74
60206,Hard,27.3,5,2,99,16,5,6,1,68,66,83
60207,Clay,26.7,13,1,110,18,6,6,1,69,86,55
60208,Clay,19.9,8,4,92,15,4,6,0,66,74,70
60209,Grass,33,6,6,95,15,5,8,0,71,66,68
60210,Hard,26.9,4,1,61,10,5,9,0,72,59,38
60211,Hard,23.2,13,4,106,17,1,2,0,57,80,62
60212,Hard,22.3,5,0,74,10,7,11,0,53,62,51
60213,Carpet,25.4,17,4,57,9,3,6,0,58,70,50
60214,Hard,18.8,8,4,54,9,1,1,1,61,82,71
60215,Grass,28.9,5,0,66,10,3,4,1,55,67,63
60216,Clay,25.6,2,3,44,8,1,2,1,68,77,64
60217,Hard,26.6,7,4,101,16,3,7,1,62,65,59
60218,Clay,32.6,2,2,65,10,1,3,0,66,72,45
60219,Clay,26.8,4,1,53,10,2,5,0,68,67,56
60220,Hard,25.1,2,3,49,10,0,3,0,71,63,82
60221,Grass,28,4,1,63,8,12,16,0,60,66,29
60222,Hard,30.5,3,6,52,7,4,6,0,60,77,40
60223,Hard,18.2,4,2,44,8,5,5,1,73,84,50
60224,Clay,24.8,1,3,70,10,4,7,1,56,69,50
60225,Clay,24.4,0,2,54,9,2,5,1,61,67,53
60226,Hard,33.5,4,1,104,15,8,12,1,63,70,54
60227,Hard,34.6,13,1,144,24,4,10,1,62,71,56
60228,Hard,28.7,2,7,63,9,6,10,0,44,75,43
60229,Clay,21,3,7,85,14,2,7,1,49,83,42
60230,Hard,27.1,3,0,53,9,1,1,1,70,78,56
60231,Clay,24.3,2,1,44,8,0,0,1,52,91,60
60232,Hard,27.7,4,3,50,9,0,1,1,66,73,79
60233,Hard,22.7,12,2,135,25,6,13,0,70,69,56
60234,Grass,26.8,5,4,56,10,5,9,0,52,72,52
60235,Hard,23.2,3,3,72,10,4,6,0,62,69,58
60236,Clay,25.3,3,3,51,9,0,3,1,63,72,50
60237,Grass,22.4,4,3,95,12,5,6,0,74,74,41
60238,Grass,20.4,1,2,144,22,11,17,1,59,66,56
60239,Hard,30.6,0,0,54,10,3,4,1,48,77,71
60240,Hard,24.8,1,2,55,8,6,11,0,53,59,33
60241,Clay,31.1,10,2,64,11,2,3,1,64,80,71
60242,Hard,25.1,2,3,50,9,1,2,1,58,72,78
60243,Hard,20.5,6,2,68,11,4,8,0,62,55,67
60244,Clay,22.6,3,4,65,10,5,6,0,62,78,71
60245,Grass,26.3,4,2,77,12,4,7,0,60,65,59
60246,Clay,23.8,2,2,45,7,1,2,1,84,68,60
60247,Hard,34.4,4,0,51,9,2,4,1,55,79,48
60248,Clay,27.1,5,1,70,11,4,6,0,63,68,48
60249,Grass,35.6,12,4,81,15,2,3,1,51,88,69
60250,Grass,18.7,11,1,62,10,3,4,1,68,79,47
60251,Hard,29.5,7,5,96,13,8,13,0,51,67,48
60252,Clay,29.5,7,3,48,8,1,3,1,65,74,43
60253,Hard,25.9,8,3,60,11,0,0,1,43,100,74
60254,Clay,22.4,0,1,61,9,6,10,0,64,56,52
60255,Hard,28.6,11,4,133,21,4,7,0,58,79,54
60256,Hard,26.5,6,2,85,15,0,3,0,65,65,64
60257,Clay,18.7,2,2,64,8,6,11,0,56,53,38
60258,Hard,26.4,12,4,58,10,0,1,1,52,83,71
60259,Hard,28.6,3,1,80,12,5,6,0,65,69,59
60260,Hard,27.1,9,2,99,15,6,8,1,49,82,60
60261,Hard,22.7,10,4,108,14,7,10,1,61,71,50
60262,Hard,32.6,5,5,76,11,3,4,0,47,75,69
60263,Hard,29.2,1,1,58,9,1,5,0,55,56,52
60264,Hard,26.4,32,3,88,16,0,0,1,70,90,65
60265,Grass,22.7,26,6,154,24,9,13,1,58,76,51
60266,Hard,22.4,2,5,78,12,1,3,1,62,69,60
60267,Hard,22.2,14,1,67,11,2,2,1,67,82,67
60268,Hard,28,39,6,154,24,1,3,1,68,84,64
60269,Clay,23.7,7,0,66,11,2,2,1,50,88,64
60270,Hard,25.4,10,2,132,19,4,8,0,57,76,47
60271,Hard,26.9,14,7,93,14,6,9,1,49,78,60
60272,Clay,18.5,7,1,93,16,0,2,1,58,78,63
60273,Hard,28.6,12,5,93,13,7,10,1,57,87,40
60274,Hard,23.2,7,1,91,14,5,8,1,60,71,49
60275,Grass,28.5,19,9,94,15,0,1,1,54,92,62
60276,Clay,21.9,3,7,118,20,11,21,0,58,61,52
60277,Grass,22,7,0,50,8,1,1,1,64,72,61
60278,Clay,23,5,2,58,10,2,2,1,64,84,53
60279,Hard,28.6,7,6,115,17,6,11,0,55,62,61
60280,Hard,26,5,5,76,10,5,6,1,64,69,59
60281,Clay,27.6,0,4,56,7,4,10,0,48,56,28
60282,Clay,26.2,6,2,69,10,4,7,0,51,66,50
60283,Hard,25.1,11,6,86,11,5,6,0,60,69,71
60284,Hard,30.2,1,1,48,9,0,1,1,65,77,62
60285,Hard,28.8,1,1,59,10,3,3,1,80,79,64
60286,Hard,22.2,5,1,46,8,0,0,1,54,92,65
60287,Hard,22.8,4,5,78,10,7,9,0,62,69,56
60288,Hard,32.5,5,5,85,13,5,11,0,55,60,45
60289,Clay,26.6,3,0,34,7,0,0,1,59,85,79
60290,Hard,19.8,12,9,107,15,9,12,1,54,78,50
60291,Clay,22.9,8,4,92,15,3,7,0,49,73,49
60292,Grass,34.8,14,11,168,26,6,9,1,64,77,60
60293,Hard,31.2,8,1,75,14,2,5,0,49,76,51
60294,Hard,20.9,0,4,87,14,9,14,0,57,70,52
60295,Hard,29,5,1,64,11,6,10,0,72,65,41
60296,Hard,30.7,2,4,79,12,8,11,1,61,67,52
60297,Hard,25.5,2,5,66,8,6,9,0,62,63,50
60298,Hard,22.2,6,2,57,10,5,8,0,61,74,50
60299,Clay,34.1,2,4,83,14,5,10,1,63,67,48
60300,Hard,25,3,3,65,9,8,12,0,52,59,54
60301,Hard,19.5,6,1,130,18,10,13,1,68,64,61
60302,Grass,24.3,5,4,84,13,0,4,0,65,69,44
60303,Clay,22.7,6,3,147,21,16,26,1,74,55,46
60304,Hard,22.5,4,4,113,16,8,11,0,60,68,59
60305,Hard,26.1,4,2,81,13,8,9,1,63,80,54
60306,Clay,22.6,1,1,62,10,2,5,1,56,57,54
60307,Clay,24.5,1,6,89,12,7,12,0,54,60,54
60308,Hard,31.7,2,4,52,8,2,5,0,48,72,48
60309,Grass,29,14,5,110,16,8,9,1,68,80,53
60310,Hard,19.1,5,5,78,12,3,9,0,68,62,40
60311,Hard,25.8,1,1,81,10,9,12,0,49,62,52
60312,Grass,20.7,17,6,65,12,5,9,0,45,79,60
60313,Grass,30.3,0,2,46,8,1,4,0,54,84,26
60314,Hard,25.9,11,3,126,17,6,9,0,46,81,52
60315,Clay,23,10,5,67,10,4,7,0,64,72,53
60316,Carpet,27,6,6,96,13,3,4,1,53,75,59
60317,Clay,30.1,21,1,100,17,2,2,1,55,85,61
60318,Clay,30.5,8,3,107,16,7,9,1,70,72,62
60319,Clay,30.4,0,3,105,15,8,10,1,69,68,57
60320,Grass,28.8,16,1,135,21,4,4,1,70,77,72
60321,Grass,29.4,3,3,94,14,5,7,1,77,65,68
60322,Hard,30.3,0,2,43,7,0,2,0,67,59,75
60323,Clay,25.3,3,1,70,11,6,8,1,77,72,53
60324,Clay,28.3,10,6,78,11,5,7,1,56,75,64
60325,Carpet,28.3,1,1,40,6,3,8,0,70,43,18
60326,Clay,27.7,1,3,69,10,4,9,0,62,58,35
60327,Hard,29.4,4,1,48,10,2,2,1,48,78,96
60328,Hard,34.3,5,3,45,9,0,0,1,60,85,87
60329,Clay,30.9,1,0,50,8,1,2,1,68,74,50
60330,Clay,30.5,3,5,95,14,4,8,1,65,60,64
60331,Carpet,18.1,2,3,79,10,6,10,0,68,52,64
60332,Hard,24.1,6,2,103,14,5,7,0,50,79,53
60333,Hard,25.3,2,8,136,20,6,12,0,51,60,57
60334,Hard,26.8,1,3,93,12,4,5,0,46,77,70
60335,Hard,23,12,4,167,23,8,13,1,56,69,53
60336,Hard,26.1,15,1,60,11,0,0,1,52,97,64
60337,Hard,28.7,8,2,63,11,1,2,0,71,78,50
60338,Clay,30,1,2,74,10,7,11,0,53,59,48
60339,Clay,31.1,1,3,62,11,1,1,1,47,86,73
60340,Carpet,24.4,9,5,111,15,4,8,0,55,67,56
